ID;N° do Pedido;N° do Pedido na Loja Virtual;Data;ID contato;Nome do contato;Cpf/Cnpj;Endereco;Bairro;Município;Cep;Estado;E-mail;Telefone;Desconto pedido;Frete;Observações;Situação;ID produto;Descrição;Quantidade;Valor unitário;Desconto item;Preço de Custo;Preço Total;Código do contato;Código do produto;Frete proporcional;Desconto proporcional;Vendedor;Nº da NFe;Natureza da NFe;Situação da NFe;Última ocorrência;Outras despesas;Outras despesas proporcional;Loja virtual;Custo total;Fornecedor;Margem;"""Lucro""";Modelo;Categoria;Medida;Tecido;Canal;Forma de pagamento;Parcelado?;Parcelado em quantas vezes;Pronto entrega ou encomenda?;;
25183928286;7012;;27/02/2026;17908364023;CLIENTE OCULTO 2137;;;Santo Inácio;Cabo de Santo Agostinho;;PE;;;R$ 0,05;R$ 0,00;;Boleto emitido;16609697544;ARMARIO ALTO MDF 162X90X43CM;10;R$ 614,11;R$ 0,00;R$ 332,29;R$ 6.878,03;;;R$ 0,00;R$ 0,01;Vendedor oculto 1;;;;05/03/2026;0;0;Loja oculta 1;R$ 3.322,95;Oculto;46%;R$ 2.818,15;Armário De Aço;Produto categoria C;;;;Boleto Bancário;Parcelado;Boleto faturado;;;
25183928286;7012;;27/02/2026;17908364023;CLIENTE OCULTO 2138;;;Santo Inácio;Cabo de Santo Agostinho;;PE;;;R$ 0,05;R$ 0,00;;Boleto emitido;16609697545;CADEIRA GIRAT C/APOIO TEC/AZ A460X460MM;50;R$ 364,30;R$ 0,00;R$ 197,12;R$ 20.400,80;;;R$ 0,00;R$ 0,02;Vendedor oculto 1;;;;05/03/2026;0;0;Loja oculta 1;R$ 9.856,14;Oculto;46%;R$ 8.358,86;Cadeira Executiva;Produto categoria E;;;;Boleto Bancário;Parcelado;Boleto faturado;;;
25183928286;7012;;27/02/2026;17908364023;CLIENTE OCULTO 2139;;;Santo Inácio;Cabo de Santo Agostinho;;PE;;;R$ 0,05;R$ 0,00;;Boleto emitido;16609697547;MESA ESC AC CZ RT 1,2X0,7X0;50;R$ 377,55;R$ 0,00;R$ 204,29;R$ 21.142,80;;;R$ 0,00;R$ 0,02;Vendedor oculto 1;;;;05/03/2026;0;0;Loja oculta 1;R$ 10.214,62;Oculto;46%;R$ 8.662,88;Mesa De Escritório;Produto categoria B;1,20;;;Boleto Bancário;Parcelado;Boleto faturado;;;
25184356797;7013;;27/02/2026;17983888713;CLIENTE OCULTO 2140;;;Pinheiros;São Paulo;;SP;;;R$ 0,00;R$ 250,00;;Logística;16607696070;IDEALE NEW SOFÁ CAMA 2 ASSENTO / 2 ENCOSTO / 2 BRAÇO G3;1;R$ 4.990,00;R$ 13,03;R$ 2.550,00;R$ 5.588,80;;;R$ 250,00;R$ 0,00;Vendedor oculto 13;;;;03/03/2026;0;0;Loja oculta 2;R$ 2.550,00;Oculto;49%;R$ 2.440,00;Sofa Ideale New;Produto categoria A;;;;Cartão de Crédito - Master/Visa -  01x;Parcelado;1x;Encomenda;;
25184838631;7014;;27/02/2026;17908403402;CLIENTE OCULTO 2141;;;Vila Albertina;São Paulo;;SP;;;R$ 0,00;R$ 0,00;;Boleto emitido;16607358414;Cadeira Secretária Giratória Com Braço - Tecido: Preta;2;R$ 339,00;R$ 0,00;R$ 183,43;R$ 759,36;;;R$ 0,00;R$ 0,00;Vendedor oculto 6;;;;05/03/2026;0;0;Loja oculta 1;R$ 366,87;Oculto;46%;R$ 311,13;Cadeira Secretária;Produto categoria E;;;;Boleto Bancário;Parcelado;Boleto faturado;;;
25184838631;7014;;27/02/2026;17908403402;CLIENTE OCULTO 2142;;;Vila Albertina;São Paulo;;SP;;;R$ 0,00;R$ 0,00;;Boleto emitido;16603962426;Mesa Reta Pé de Aço 1,20x60 Com 2 Gavetas (15MM) - Cinza Cristal;2;R$ 493,05;R$ 0,00;R$ 266,79;R$ 1.104,43;;;R$ 0,00;R$ 0,00;Vendedor oculto 6;;;;05/03/2026;0;0;Loja oculta 1;R$ 533,58;Oculto;46%;R$ 452,52;Mesa Reta;Produto categoria B;1,20;;;Boleto Bancário;Parcelado;Boleto faturado;;;
25184923103;7015;;27/02/2026;17908401935;CLIENTE OCULTO 2143;;;Brás;São Paulo;;SP;;;R$ 185,00;R$ 0,00;;Concluído;16603962422;Cadeira Executiva Ergonômica Com Braço Regulável - Tecido (Preta);2;R$ 525,00;R$ 0,00;R$ 284,08;R$ 1.176,00;;;R$ 0,00;R$ 88,90;Vendedor oculto 11;;;;05/03/2026;0;0;Loja oculta 1;R$ 568,16;Oculto;46%;R$ 481,85;Cadeira Executiva;Produto categoria E;;;;Pix - Transferência;À vista;À vista;;;
25184923103;7015;;27/02/2026;17908401935;CLIENTE OCULTO 2144;;;Brás;São Paulo;;SP;;;R$ 185,00;R$ 0,00;;Concluído;16609768854;Mesa Reta Pé de Aço 1,20x60 Com 2 Gavetas (15MM) - Cinza / Preto;1;R$ 570,00;R$ 0,00;R$ 308,43;R$ 638,40;;;R$ 0,00;R$ 48,26;Vendedor oculto 11;;;;05/03/2026;0;0;Loja oculta 1;R$ 308,43;Oculto;46%;R$ 261,57;Mesa Reta;Produto categoria B;1,20;;;Pix - Transferência;À vista;À vista;;;
25184923103;7015;;27/02/2026;17908401935;CLIENTE OCULTO 2145;;;Brás;São Paulo;;SP;;;R$ 185,00;R$ 0,00;;Concluído;16609768856;Gaveteiro Volante 3 Gavetas 2+1 (15MM) - Cinza / Preto;1;R$ 565,00;R$ 0,00;R$ 305,72;R$ 632,80;;;R$ 0,00;R$ 47,84;Vendedor oculto 11;;;;05/03/2026;0;0;Loja oculta 1;R$ 305,72;Oculto;46%;R$ 259,28;Gaveteiro Volante;Produto categoria D;;;;Pix - Transferência;À vista;À vista;;;
25185385698;7017;;27/02/2026;17984105932;CLIENTE OCULTO 2146;;;Cruz da Barra;Consolação;;MG;;;R$ 0,00;R$ 799,00;;Concluído;16608613491;Roupeiro de Aço 08 Portas Grandes Com Prateleira Interna (Chapa 26) - Cinza / Azul Del Rey;2;R$ 1.589,00;R$ 0,00;R$ 859,81;R$ 3.559,36;;;R$ 668,57;R$ 0,00;Vendedor oculto 11;;;;03/03/2026;0;0;Loja oculta 1;R$ 1.719,62;Oculto;46%;R$ 1.458,38;Roupeiro De Aço;Produto categoria C;;;;Cartão de Crédito - Master/Visa -  10x;Parcelado;10x;;;
25185385698;7017;;27/02/2026;17984105932;CLIENTE OCULTO 2147;;;Cruz da Barra;Consolação;;MG;;;R$ 0,00;R$ 799,00;;Concluído;16609813141;Roupeiro de Aço 02 Portas Grandes Com Prateleira Interna (Chapa 26) - Cinza / Azul Del Rey;1;R$ 620,00;R$ 0,00;R$ 335,48;R$ 694,40;;;R$ 130,43;R$ 0,00;Vendedor oculto 11;;;;03/03/2026;0;0;Loja oculta 1;R$ 335,48;Oculto;46%;R$ 284,52;Roupeiro De Aço;Produto categoria C;;;;Cartão de Crédito - Master/Visa -  10x;Parcelado;10x;;;
25185633766;7018;;27/02/2026;17984158321;CLIENTE OCULTO 2148;;;Barra Funda;São Paulo;;SP;;;R$ 0,00;R$ 0,00;;Concluído;16609833939;Cadeira Operativa Presidente Giratória Ergonômica Com Braços Reguláveis - Courvim: Preta ;1;R$ 1.199,00;R$ 0,00;R$ 648,78;R$ 1.342,88;;;R$ 0,00;R$ 0,00;Vendedor oculto 11;;;;03/03/2026;0;0;Loja oculta 1;R$ 648,78;Oculto;46%;R$ 550,22;Cadeira Presidente;Produto categoria E;;;;Cartão de Crédito - Master/Visa -  04x;Parcelado;4x;;;
25185989485;7019;;27/02/2026;17984227251;CLIENTE OCULTO 2149;;;;;;;;;R$ 0,00;R$ 0,00;;Concluído;16609863539;"Televisão Philco 50""";1;R$ 900,00;R$ 0,00;R$ 486,99;R$ 1.008,00;;;R$ 0,00;R$ 0,00;Vendedor oculto 1;;;;03/03/2026;0;0;Loja oculta 1;R$ 486,99;Oculto;46%;R$ 413,01;Televisão Philco;Produto categoria F;;;;Cartão de Crédito - Master/Visa -  03x;Parcelado;3x;;;
25186033019;7020;;27/02/2026;17984234361;CLIENTE OCULTO 2150;;;Vila Buarque;São Paulo;;SP;;;R$ 20,00;R$ 0,00;;Concluído;16609866537;Cadeira Interlocutor ;1;R$ 490,00;R$ 0,00;R$ 265,14;R$ 548,80;;;R$ 0,00;R$ 14,63;Vendedor oculto 1;;;;03/03/2026;0;0;Loja oculta 1;R$ 265,14;Oculto;46%;R$ 224,86;Cadeira Interlocutor;Produto categoria E;;;;Cartão de Crédito - Master/Visa -  01x;Parcelado;1x;;;
25186033019;7020;;27/02/2026;17984234361;CLIENTE OCULTO 2151;;;Vila Buarque;São Paulo;;SP;;;R$ 20,00;R$ 0,00;;Concluído;16609866539;Estante de Aço D30 Seminova;1;R$ 180,00;R$ 0,00;R$ 97,40;R$ 201,60;;;R$ 0,00;R$ 5,37;Vendedor oculto 1;;;;03/03/2026;0;0;Loja oculta 1;R$ 97,40;Oculto;46%;R$ 82,60;Estante De Aço;Produto categoria C;;;;Cartão de Crédito - Master/Visa -  01x;Parcelado;1x;;;
25186644648;7021;;27/02/2026;17984259044;CLIENTE OCULTO 2152;;;Jardim Paulista;São Paulo;;SP;;;R$ 0,00;R$ 0,00;;Logística;16610605444;Mesa De Jantar Scarlet Laminado Black Verniz - Honey Verniz - Pinhão Verniz -220X75X120;1;R$ 5.500,00;R$ 15,67;R$ 2.339,42;R$ 6.160,00;;;R$ 0,00;R$ 0,00;Vendedor oculto 3;;;;03/03/2026;0;0;Loja oculta 2;R$ 2.339,42;Oculto;57%;R$ 3.160,58;Mesa Scarlet;Produto categoria B;2,20;;;Cartão de Crédito - Master/Visa -  06x;Parcelado;6x;Pronta-Entrega;;
25186660795;7022;;27/02/2026;17984347568;CLIENTE OCULTO 2153;;;;;;;;;R$ 0,00;R$ 0,00;;Decoração;16609918312;quadro ink horizonte;2;R$ 60,00;R$ 50,00;R$ 30,00;R$ 134,40;;;R$ 0,00;R$ 0,00;Vendedor oculto 4;;;;02/03/2026;0;0;Loja oculta 3;R$ 60,00;Oculto;50%;R$ 60,00;Decoração Geral;Produto categoria F;;;;Cartão de Crédito - Master/Visa -  02x;Parcelado;2x;;;
25186660795;7022;;27/02/2026;17984347568;CLIENTE OCULTO 2154;;;;;;;;;R$ 0,00;R$ 0,00;;Decoração;16609918315;jogo americano;2;R$ 10,00;R$ 50,00;R$ 5,00;R$ 22,40;;;R$ 0,00;R$ 0,00;Vendedor oculto 4;;;;02/03/2026;0;0;Loja oculta 3;R$ 10,00;Oculto;50%;R$ 10,00;Decoração Geral;Produto categoria F;;;;Cartão de Crédito - Master/Visa -  02x;Parcelado;2x;;;
25186817860;7023;;27/02/2026;17984402003;CLIENTE OCULTO 2155;;;;;;;;;R$ 0,00;R$ 0,00;;Decoração;16609926221;cachepot de ceramica;1;R$ 55,00;R$ 50,00;R$ 27,50;R$ 61,60;;;R$ 0,00;R$ 0,00;Vendedor oculto 4;;;;02/03/2026;0;0;Loja oculta 3;R$ 27,50;Oculto;50%;R$ 27,50;Decoração Geral;Produto categoria F;;;;Cartão de Débito - Master/Visa;À vista;À vista;;;
25186817860;7023;;27/02/2026;17984402003;CLIENTE OCULTO 2156;;;;;;;;;R$ 0,00;R$ 0,00;;Decoração;16609926222;cachepot ondulado;1;R$ 84,99;R$ 50,00;R$ 42,50;R$ 95,19;;;R$ 0,00;R$ 0,00;Vendedor oculto 4;;;;02/03/2026;0;0;Loja oculta 3;R$ 42,50;Oculto;50%;R$ 42,50;Decoração Geral;Produto categoria F;;;;Cartão de Débito - Master/Visa;À vista;À vista;;;
25186988058;7024;;27/02/2026;17984445430;CLIENTE OCULTO 2157;;;República;São Paulo;;SP;;;R$ 0,00;R$ 0,00;;Logística;16609936999;poltrona Bruna giratória bege ;1;R$ 299,99;R$ 0,00;R$ 0,00;R$ 335,99;;;R$ 0,00;R$ 0,00;Vendedor oculto 10;;;;02/03/2026;0;0;Loja oculta 3;R$ 0,00;Oculto;100%;R$ 299,99;Poltrona Bruna;Produto categoria A;;;;R$ 0,00;À vista;À vista;;;
25180272609;45720583;8207;27/02/2026;17983111629;CLIENTE OCULTO 2158;;;Vila Firmiano Pinto;São Paulo;;SP;;;R$ 0,98;R$ 10,01;;Concluído;16087560894;Escultura Jacaré Em Poliresina 25cm;1;R$ 13,99;R$ 0,00;R$ 7,00;R$ 15,67;;;R$ 10,01;R$ 0,98;Vendedor oculto 5;;;;03/03/2026;0;0;Loja oculta 4;R$ 7,00;Oculto;50%;R$ 7,00;Decoração Geral;Produto categoria F;;;;Boleto - Mercado Pago ;Parcelado;Boleto faturado;Pronta-Entrega;;
25186292475;17151351;8213;27/02/2026;17984280907;CLIENTE OCULTO 2159;;;Barra Funda;São Paulo;;SP;;;R$ 202,93;R$ 0,00;;Logística;13945865156;Sofá Chesterfield 3 Lugares Sintético Preto  2,15x0.70x0.82;1;R$ 2.899,00;R$ 0,00;R$ 1.424,00;R$ 3.246,88;;;R$ 0,00;R$ 202,93;Vendedor oculto 5;;;;03/03/2026;0;0;Loja oculta 4;R$ 1.424,00;Oculto;51%;R$ 1.475,00;Sofa Chesterfield;Produto categoria A;2,20;;;Boleto - Mercado Pago ;Parcelado;Boleto faturado;Pronta-Entrega;;
25187375701;14131418;8214;27/02/2026;17984595922;CLIENTE OCULTO 2160;;;Pedregulho;Guaratinguetá;;SP;;;R$ 0,00;R$ 17,29;;Concluído;16001311537;Adorno Pick Decorativo Coelho Da Páscoa Macho;1;R$ 35,99;R$ 0,00;R$ 18,00;R$ 40,31;;;R$ 8,65;R$ 0,00;Vendedor oculto 5;;;;03/03/2026;0;0;Loja oculta 4;R$ 18,00;Oculto;50%;R$ 18,00;Decoração Geral;Produto categoria F;;;;Cartão de Crédito 10x - Mercado Pago;Parcelado;10x;Pronta-Entrega;;
25187375701;14131418;8214;27/02/2026;17984595922;CLIENTE OCULTO 2161;;;Pedregulho;Guaratinguetá;;SP;;;R$ 0,00;R$ 17,29;;Concluído;16001311536;Adorno Pick Decorativo Coelho Da Pascoa Fêmea;1;R$ 35,99;R$ 0,00;R$ 18,00;R$ 40,31;;;R$ 8,65;R$ 0,00;Vendedor oculto 5;;;;03/03/2026;0;0;Loja oculta 4;R$ 18,00;Oculto;50%;R$ 18,00;Decoração Geral;Produto categoria F;;;;Cartão de Crédito 10x - Mercado Pago;Parcelado;10x;Pronta-Entrega;;
25244947819;107009;;27/02/2026;17983644972;CLIENTE OCULTO 2162;;;Vila Fiat Lux;São Paulo;;SP;;;R$ 0,00;R$ 0,00;;Atendido;16135677210;Armário Roupeiro De Aço Vestiário Academia 8 Portas Locker Cinza;1;R$ 655,00;R$ 0,00;R$ 354,42;R$ 733,60;;;R$ 0,00;R$ 0,00;Vendedor oculto 11;9434;VENDA DE MERCADORIA ADIQUIRIDA;Emitida;06/03/2026;0;0;Loja oculta 1;R$ 354,42;Oculto;46%;R$ 300,58;Roupeiro De Aço;Produto categoria C;;;;Conta a receber/pagar;Parcelado;À vista;;;
25180234379;9917;a6b61f84-65ac-4d22-8db6-1f78777a4ecd;27/02/2026;17983097087;CLIENTE OCULTO 2163;;;CENTRO;Nossa Senhora da Glória;;SE;;;R$ 0,00;R$ 0,00;;Atendido;16550005294;Cadeira de Escritório Giratória Denver Preta Base Cromada;1;R$ 359,00;R$ 0,00;R$ 0,00;R$ 402,08;;;R$ 0,00;R$ 0,00;Vendedor oculto 5;;;;;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 359,00;Cadeira Denver;Produto categoria E;;;;Dinheiro;À vista;À vista;;;
25180270812;9918;2,00002E+15;27/02/2026;17983110688;CLIENTE OCULTO 2164;;;Vila Clementino;São Paulo;;SP;;;R$ 0,00;R$ 100,00;;Atendido;16202854890;Armário Roupeiro De Aço Vestiário Academia 8 Portas Locker Cinza;1;R$ 645,00;R$ 0,00;R$ 0,00;R$ 722,40;;;R$ 100,00;R$ 0,00;Vendedor oculto 5;;;;02/03/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 645,00;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
25180693885;9919;2,00002E+15;27/02/2026;17983231809;CLIENTE OCULTO 2165;;;Jardim Guanabara;Campinas;;SP;;;R$ 0,00;R$ 0,00;;Em andamento;16202858595;Armário Roupeiro De Aço 10 Portas Para Vestiário Cinza;1;R$ 735,00;R$ 0,00;R$ 0,00;R$ 823,20;;;R$ 0,00;R$ 0,00;Vendedor oculto 5;;;;27/02/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 735,00;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
25181819025;9920;2,00002E+15;27/02/2026;17983399433;CLIENTE OCULTO 2166;;;SAO ROQUE DA CHAVE;ITUPEVA;;SP;;;R$ 0,00;R$ 130,00;;Atendido;16202847081;Armário Roupeiro De Aço Vestiário Academia 4 Portas Locker Cinza;1;R$ 389,00;R$ 0,00;R$ 0,00;R$ 435,68;;;R$ 130,00;R$ 0,00;Vendedor oculto 5;;;;04/03/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 389,00;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
25182251281;9921;2,00002E+15;27/02/2026;17983473525;CLIENTE OCULTO 2167;;;Vila Madalena;São Paulo;;SP;;;R$ 0,00;R$ 100,00;;Atendido;16487514034;Armário Roupeiro De Aço Vestiário Academia 9 Portas Verde Escuro;1;R$ 1.399,00;R$ 0,00;R$ 0,00;R$ 1.566,88;;;R$ 100,00;R$ 0,00;Vendedor oculto 5;;;;03/03/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 1.399,00;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
25183141543;9922;2,00002E+15;27/02/2026;17983639550;CLIENTE OCULTO 2168;;;Santa Cruz da Figueira;Águas Mornas;;SC;;;R$ 0,00;R$ 227,00;;Atendido;16202854890;Armário Roupeiro De Aço Vestiário Academia 8 Portas Locker Cinza;1;R$ 645,00;R$ 0,00;R$ 0,00;R$ 722,40;;;R$ 227,00;R$ 0,00;Vendedor oculto 5;3415;Venda de Mercadoria Adquirida ou ou recebida de terceiros;Emitida;02/03/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 645,00;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
25183433656;14690488;4400;27/02/2026;17983698004;CLIENTE OCULTO 2169;;;Loteamento Israel;Americana;;SP;;;R$ 0,00;R$ 388,85;;Atendido;0;Armário Baixo Fechado Fundo Soft;1;R$ 424,00;R$ 0,00;R$ 0,00;R$ 474,88;;;R$ 128,75;R$ 0,00;Vendedor oculto 5;;;;03/03/2026;0;0;Loja oculta 1;R$ 0,00;Oculto;100%;R$ 424,00;Armário De Aço;Produto categoria C;;;;Cartão de Crédito 10x - Mercado Pago;Parcelado;10x;;;
25183433656;14690488;4400;27/02/2026;17983698004;CLIENTE OCULTO 2170;;;Loteamento Israel;Americana;;SP;;;R$ 0,00;R$ 388,85;;Atendido;0;Armário Roupeiro De Aço Vestiário Academia 8 Portas Pequeno Locker - Azul marinho;1;R$ 856,55;R$ 0,00;R$ 0,00;R$ 959,34;;;R$ 260,10;R$ 0,00;Vendedor oculto 5;;;;03/03/2026;0;0;Loja oculta 1;R$ 0,00;Oculto;100%;R$ 856,55;Roupeiro De Aço;Produto categoria C;;;;Cartão de Crédito 10x - Mercado Pago;Parcelado;10x;;;
25183700625;9924;4f0f81a1-3f97-4b0a-b7fb-acb091b187f0;27/02/2026;17983748598;CLIENTE OCULTO 2171;;;VILA GALVAO;Guarulhos;;SP;;;R$ 0,00;R$ 160,23;;Atendido;16059820693;Armário De Aço 1 Porta - Multi Uso - Cinza;1;R$ 585,00;R$ 0,00;R$ 0,00;R$ 655,20;;;R$ 160,23;R$ 0,00;Vendedor oculto 5;3409;Venda de Mercadoria Adquirida ou ou recebida de terceiros;Emitida;27/02/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 585,00;Armário De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
25184011242;9925;2,00002E+15;27/02/2026;17983814280;CLIENTE OCULTO 2172;;;Centro;Ilicínea;;MG;;;R$ 0,00;R$ 66,99;;Atendido;16202398536;Arquivo De Aço 2 Gavetas Para Pasta Suspensa C/ Chave Cinza;1;R$ 676,00;R$ 0,00;R$ 0,00;R$ 757,12;;;R$ 66,99;R$ 0,00;Vendedor oculto 5;3416;Venda de Mercadoria Adquirida ou ou recebida de terceiros;Emitida;02/03/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 676,00;Arquivo De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
25184212666;9926;51b37432-ac6d-420c-b6b3-6545708f4bc1;27/02/2026;17983863949;CLIENTE OCULTO 2173;;;CERQUEIRA CESAR;São Paulo;;SP;;;R$ 0,00;R$ 89,00;;Atendido;16202979143;Armário Roupeiro De Aço 18 Portas Para Vestiário Academia Locker Cinza;1;R$ 1.455,00;R$ 0,00;R$ 0,00;R$ 1.629,60;;;R$ 89,00;R$ 0,00;Vendedor oculto 5;3412;Venda de Mercadoria Adquirida ou ou recebida de terceiros;Emitida;27/02/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 1.455,00;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
25185819711;9927;6f1eaae1-8d9a-4c95-b414-5b9389c580d9;27/02/2026;17984196692;CLIENTE OCULTO 2174;;;Centro;Peixoto de Azevedo;;MT;;;R$ 0,00;R$ 965,03;;Atendido;16059821659;Armário De Aço 2 Portas Com Prateleira 1,20 C/ Chaves Cinza;1;R$ 1.289,00;R$ 0,00;R$ 0,00;R$ 1.443,68;;;R$ 965,03;R$ 0,00;Vendedor oculto 5;3411;Venda de Mercadoria Adquirida ou ou recebida de terceiros;Emitida;27/02/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 1.289,00;Armário De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
25185920264;9928;2,00002E+15;27/02/2026;17984215587;CLIENTE OCULTO 2175;;;São Cristóvão;Tubarão;;SC;;;R$ 0,00;R$ 160,00;;Atendido;16202851191;Armário Roupeiro De Aço 5 Portas Para Vestiário Academia Locker Cinza;1;R$ 399,00;R$ 0,00;R$ 0,00;R$ 446,88;;;R$ 160,00;R$ 0,00;Vendedor oculto 5;3516;Venda de Mercadoria Adquirida ou ou recebida de terceiros;Emitida;19/03/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 399,00;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
25186851611;9930;2,00002E+15;27/02/2026;17984413087;CLIENTE OCULTO 2176;;;Coophamat;Campo Grande;;MS;;;R$ 0,00;R$ 258,00;;Atendido;16202854890;Armário Roupeiro De Aço Vestiário Academia 8 Portas Locker Cinza;1;R$ 645,00;R$ 0,00;R$ 0,00;R$ 722,40;;;R$ 258,00;R$ 0,00;Vendedor oculto 5;3441;Venda de Mercadoria Adquirida ou ou recebida de terceiros;Emitida;05/03/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 645,00;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
25186885653;9931;d7ef566e-ef50-469e-9731-d6339c1c7c02;27/02/2026;17984424867;CLIENTE OCULTO 2177;;;SAO JOSE;Tramandaí;;RS;;;R$ 0,00;R$ 0,00;;Atendido;16550005294;Cadeira de Escritório Giratória Denver Preta Base Cromada;1;R$ 359,00;R$ 0,00;R$ 0,00;R$ 402,08;;;R$ 0,00;R$ 0,00;Vendedor oculto 5;;;;;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 359,00;Cadeira Denver;Produto categoria E;;;;Dinheiro;À vista;À vista;;;
25189739769;7025;;28/02/2026;17966405500;CLIENTE OCULTO 2178;;;;;;;;;R$ 0,00;R$ 0,00;;Decoração;16610106726;lugar americano;4;R$ 2,50;R$ 50,00;R$ 1,25;R$ 11,20;;;R$ 0,00;R$ 0,00;Vendedor oculto 4;;;;02/03/2026;0;0;Loja oculta 3;R$ 5,00;Oculto;50%;R$ 5,00;Decoração Geral;Produto categoria F;;;;Cartão de Débito - Master/Visa;À vista;À vista;;;
25189739769;7025;;28/02/2026;17966405500;CLIENTE OCULTO 2179;;;;;;;;;R$ 0,00;R$ 0,00;;Decoração;16610106728;caneca milk;1;R$ 6,99;R$ 72,03;R$ 3,50;R$ 7,83;;;R$ 0,00;R$ 0,00;Vendedor oculto 4;;;;02/03/2026;0;0;Loja oculta 3;R$ 3,50;Oculto;50%;R$ 3,50;Decoração Geral;Produto categoria F;;;;Cartão de Débito - Master/Visa;À vista;À vista;;;
25189739769;7025;;28/02/2026;17966405500;CLIENTE OCULTO 2180;;;;;;;;;R$ 0,00;R$ 0,00;;Decoração;16610106729;vaso vidro laranja;1;R$ 24,49;R$ 30,00;R$ 12,25;R$ 27,43;;;R$ 0,00;R$ 0,00;Vendedor oculto 4;;;;02/03/2026;0;0;Loja oculta 3;R$ 12,25;Oculto;50%;R$ 12,25;Decoração Geral;Produto categoria F;;;;Cartão de Débito - Master/Visa;À vista;À vista;;;
25189739769;7025;;28/02/2026;17966405500;CLIENTE OCULTO 2181;;;;;;;;;R$ 0,00;R$ 0,00;;Decoração;0;;1;R$ 9,79;R$ 30,00;R$ 4,90;R$ 10,96;;;R$ 0,00;R$ 0,00;Vendedor oculto 4;;;;02/03/2026;0;0;Loja oculta 3;R$ 4,90;Oculto;50%;R$ 4,90;Decoração Geral;Produto categoria F;;;;Cartão de Débito - Master/Visa;À vista;À vista;;;
25190262349;7027;;28/02/2026;17985406556;CLIENTE OCULTO 2182;;;;;;;;;R$ 0,00;R$ 0,00;;Logística;16610131226;cadeira gruvier laranja com braço ;2;R$ 100,00;R$ 0,00;R$ 0,00;R$ 224,00;;;R$ 0,00;R$ 0,00;Vendedor oculto 10;;;;03/03/2026;0;0;Loja oculta 3;R$ 0,00;Oculto;100%;R$ 200,00;Cadeira Gruvier;Produto categoria E;;;;R$ 0,00;À vista;À vista;;;
25190655865;7028;;28/02/2026;17985492859;CLIENTE OCULTO 2183;;;Santa Cecília;São Paulo;;SP;;;R$ 0,00;R$ 0,00;;Concluído;16610146804;"Conjunto ""X"" Para Estante (2 Laterais + 1 Fundo) - Cinza";2;R$ 32,00;R$ 0,00;R$ 17,32;R$ 71,68;;;R$ 0,00;R$ 0,00;Vendedor oculto 11;;;;03/03/2026;0;0;Loja oculta 1;R$ 34,63;Oculto;46%;R$ 29,37;Decoração Geral;Produto categoria F;;;;Cartão de Crédito - Master/Visa -  01x;Parcelado;1x;;;
25190824567;7029;;28/02/2026;17985532617;CLIENTE OCULTO 2184;;;;;;;;;R$ 0,00;R$ 0,00;;Decoração;16610154468;decanter;1;R$ 97,99;R$ 30,00;R$ 49,00;R$ 109,75;;;R$ 0,00;R$ 0,00;Vendedor oculto 4;;;;02/03/2026;0;0;Loja oculta 3;R$ 49,00;Oculto;50%;R$ 49,00;Decoração Geral;Produto categoria F;;;;Cartão de Crédito - Master/Visa -  01x;Parcelado;1x;;;
